lam_peaks,lam_bright_v,lam_edit_v,level_3,0
2.0,1.0,0.5,bright_pct,0.0
2.0,1.0,0.5,n_ok,0
2.0,1.0,0.5,best_err_ok,
2.0,1.0,0.5,mean_nmut_ok,
2.0,1.0,1.0,group,
2.0,1.0,1.0,designs,12
2.0,1.0,1.0,best_err,0.2
2.0,1.0,1.0,mean_err,2.3
2.0,1.0,1.0,id_pct,25.0
2.0,1.0,1.0,bright_pct,0.0
2.0,1.0,1.0,n_ok,0
2.0,1.0,1.0,best_err_ok,
2.0,1.0,1.0,mean_nmut_ok,
2.0,1.0,2.0,group,
2.0,1.0,2.0,designs,10
2.0,1.0,2.0,best_err,0.3
2.0,1.0,2.0,mean_err,5.0
2.0,1.0,2.0,id_pct,0.0
2.0,1.0,2.0,bright_pct,0.0
2.0,1.0,2.0,n_ok,0
2.0,1.0,2.0,best_err_ok,
2.0,1.0,2.0,mean_nmut_ok,
2.0,1.0,4.0,group,
2.0,1.0,4.0,designs,12
2.0,1.0,4.0,best_err,9.5
2.0,1.0,4.0,mean_err,43.5
2.0,1.0,4.0,id_pct,41.7
2.0,1.0,4.0,bright_pct,0.0
2.0,1.0,4.0,n_ok,0
2.0,1.0,4.0,best_err_ok,
2.0,1.0,4.0,mean_nmut_ok,
2.0,2.0,0.0,group,
2.0,2.0,0.0,designs,12
2.0,2.0,0.0,best_err,0.1
2.0,2.0,0.0,mean_err,5.9
2.0,2.0,0.0,id_pct,0.0
2.0,2.0,0.0,bright_pct,0.0
2.0,2.0,0.0,n_ok,0
2.0,2.0,0.0,best_err_ok,
2.0,2.0,0.0,mean_nmut_ok,
2.0,2.0,0.5,group,
2.0,2.0,0.5,designs,11
2.0,2.0,0.5,best_err,0.1
2.0,2.0,0.5,mean_err,10.3
2.0,2.0,0.5,id_pct,0.0
2.0,2.0,0.5,bright_pct,0.0
2.0,2.0,0.5,n_ok,0
2.0,2.0,0.5,best_err_ok,
2.0,2.0,0.5,mean_nmut_ok,
2.0,2.0,1.0,group,
2.0,2.0,1.0,designs,12
2.0,2.0,1.0,best_err,0.4
2.0,2.0,1.0,mean_err,7.8
2.0,2.0,1.0,id_pct,41.7
2.0,2.0,1.0,bright_pct,0.0
2.0,2.0,1.0,n_ok,0
2.0,2.0,1.0,best_err_ok,
2.0,2.0,1.0,mean_nmut_ok,
2.0,2.0,2.0,group,
2.0,2.0,2.0,designs,9
2.0,2.0,2.0,best_err,0.2
2.0,2.0,2.0,mean_err,12.4
2.0,2.0,2.0,id_pct,55.6
2.0,2.0,2.0,bright_pct,0.0
2.0,2.0,2.0,n_ok,0
2.0,2.0,2.0,best_err_ok,
2.0,2.0,2.0,mean_nmut_ok,
2.0,2.0,4.0,group,
2.0,2.0,4.0,designs,12
2.0,2.0,4.0,best_err,31.8
2.0,2.0,4.0,mean_err,46.7
2.0,2.0,4.0,id_pct,66.7
2.0,2.0,4.0,bright_pct,0.0
2.0,2.0,4.0,n_ok,0
2.0,2.0,4.0,best_err_ok,
2.0,2.0,4.0,mean_nmut_ok,
2.0,4.0,0.0,group,
2.0,4.0,0.0,designs,12
2.0,4.0,0.0,best_err,0.8
2.0,4.0,0.0,mean_err,25.1
2.0,4.0,0.0,id_pct,8.3
2.0,4.0,0.0,bright_pct,8.3
2.0,4.0,0.0,n_ok,0
2.0,4.0,0.0,best_err_ok,
2.0,4.0,0.0,mean_nmut_ok,
2.0,4.0,0.5,group,
2.0,4.0,0.5,designs,12
2.0,4.0,0.5,best_err,1.6
2.0,4.0,0.5,mean_err,26.2
2.0,4.0,0.5,id_pct,50.0
2.0,4.0,0.5,bright_pct,8.3
2.0,4.0,0.5,n_ok,1
2.0,4.0,0.5,best_err_ok,30.4
2.0,4.0,0.5,mean_nmut_ok,12.0
2.0,4.0,0.5,top10_mean_ex,410.9
2.0,4.0,0.5,top10_mean_em,469.8
2.0,4.0,0.5,top10_mean_nmut,12.0
2.0,4.0,1.0,group,
2.0,4.0,1.0,designs,11
2.0,4.0,1.0,best_err,17.3
2.0,4.0,1.0,mean_err,27.2
2.0,4.0,1.0,id_pct,36.4
2.0,4.0,1.0,bright_pct,36.4
2.0,4.0,1.0,n_ok,2
2.0,4.0,1.0,best_err_ok,29.9
2.0,4.0,1.0,mean_nmut_ok,11.5
2.0,4.0,1.0,top10_mean_ex,414.5
2.0,4.0,1.0,top10_mean_em,473.4
2.0,4.0,1.0,top10_mean_nmut,11.5
2.0,4.0,2.0,group,
2.0,4.0,2.0,designs,12
2.0,4.0,2.0,best_err,31.3
2.0,4.0,2.0,mean_err,33.7
2.0,4.0,2.0,id_pct,75.0
2.0,4.0,2.0,bright_pct,33.3
2.0,4.0,2.0,n_ok,3
2.0,4.0,2.0,best_err_ok,32.4
2.0,4.0,2.0,mean_nmut_ok,8.0
2.0,4.0,2.0,top10_mean_ex,419.7
2.0,4.0,2.0,top10_mean_em,469.7
2.0,4.0,2.0,top10_mean_nmut,8.0
2.0,4.0,4.0,group,
2.0,4.0,4.0,designs,8
2.0,4.0,4.0,best_err,30.6
2.0,4.0,4.0,mean_err,41.6
2.0,4.0,4.0,id_pct,87.5
2.0,4.0,4.0,bright_pct,12.5
2.0,4.0,4.0,n_ok,0
2.0,4.0,4.0,best_err_ok,
2.0,4.0,4.0,mean_nmut_ok,
4.0,0.0,0.0,group,
4.0,0.0,0.0,designs,224
4.0,0.0,0.0,best_err,0.0
4.0,0.0,0.0,mean_err,4.3
4.0,0.0,0.0,id_pct,0.4
4.0,0.0,0.0,bright_pct,0.0
4.0,0.0,0.0,n_ok,0
4.0,0.0,0.0,best_err_ok,
4.0,0.0,0.0,mean_nmut_ok,
4.0,0.5,0.0,group,
4.0,0.5,0.0,designs,12
4.0,0.5,0.0,best_err,0.3
4.0,0.5,0.0,mean_err,2.6
4.0,0.5,0.0,id_pct,0.0
4.0,0.5,0.0,bright_pct,0.0
4.0,0.5,0.0,n_ok,0
4.0,0.5,0.0,best_err_ok,
4.0,0.5,0.0,mean_nmut_ok,
4.0,0.5,0.5,group,
4.0,0.5,0.5,designs,8
4.0,0.5,0.5,best_err,0.1
4.0,0.5,0.5,mean_err,1.7
4.0,0.5,0.5,id_pct,0.0
4.0,0.5,0.5,bright_pct,0.0
4.0,0.5,0.5,n_ok,0
4.0,0.5,0.5,best_err_ok,
4.0,0.5,0.5,mean_nmut_ok,
4.0,0.5,1.0,group,
4.0,0.5,1.0,designs,12
4.0,0.5,1.0,best_err,0.1
4.0,0.5,1.0,mean_err,1.8
4.0,0.5,1.0,id_pct,0.0
4.0,0.5,1.0,bright_pct,0.0
4.0,0.5,1.0,n_ok,0
4.0,0.5,1.0,best_err_ok,
4.0,0.5,1.0,mean_nmut_ok,
4.0,0.5,2.0,group,
4.0,0.5,2.0,designs,12
4.0,0.5,2.0,best_err,0.3
4.0,0.5,2.0,mean_err,2.3
4.0,0.5,2.0,id_pct,16.7
4.0,0.5,2.0,bright_pct,0.0
4.0,0.5,2.0,n_ok,0
4.0,0.5,2.0,best_err_ok,
4.0,0.5,2.0,mean_nmut_ok,
4.0,0.5,4.0,group,
4.0,0.5,4.0,designs,11
4.0,0.5,4.0,best_err,0.6
4.0,0.5,4.0,mean_err,8.4
4.0,0.5,4.0,id_pct,18.2
4.0,0.5,4.0,bright_pct,0.0
4.0,0.5,4.0,n_ok,0
4.0,0.5,4.0,best_err_ok,
4.0,0.5,4.0,mean_nmut_ok,
4.0,1.0,0.0,group,
4.0,1.0,0.0,designs,12
4.0,1.0,0.0,best_err,0.1
4.0,1.0,0.0,mean_err,2.7
4.0,1.0,0.0,id_pct,0.0
4.0,1.0,0.0,bright_pct,0.0
4.0,1.0,0.0,n_ok,0
4.0,1.0,0.0,best_err_ok,
4.0,1.0,0.0,mean_nmut_ok,
4.0,1.0,0.5,group,
4.0,1.0,0.5,designs,10
4.0,1.0,0.5,best_err,0.4
4.0,1.0,0.5,mean_err,3.2
4.0,1.0,0.5,id_pct,0.0
4.0,1.0,0.5,bright_pct,0.0
4.0,1.0,0.5,n_ok,0
4.0,1.0,0.5,best_err_ok,
4.0,1.0,0.5,mean_nmut_ok,
4.0,1.0,1.0,group,
4.0,1.0,1.0,designs,11
4.0,1.0,1.0,best_err,0.4
4.0,1.0,1.0,mean_err,2.5
4.0,1.0,1.0,id_pct,18.2
4.0,1.0,1.0,bright_pct,0.0
4.0,1.0,1.0,n_ok,0
4.0,1.0,1.0,best_err_ok,
4.0,1.0,1.0,mean_nmut_ok,
4.0,1.0,2.0,group,
4.0,1.0,2.0,designs,9
4.0,1.0,2.0,best_err,0.2
4.0,1.0,2.0,mean_err,2.6
4.0,1.0,2.0,id_pct,11.1
4.0,1.0,2.0,bright_pct,0.0
4.0,1.0,2.0,n_ok,0
4.0,1.0,2.0,best_err_ok,
4.0,1.0,2.0,mean_nmut_ok,
4.0,1.0,4.0,group,
4.0,1.0,4.0,designs,7
4.0,1.0,4.0,best_err,1.0
4.0,1.0,4.0,mean_err,10.0
4.0,1.0,4.0,id_pct,57.1
4.0,1.0,4.0,bright_pct,0.0
4.0,1.0,4.0,n_ok,0
4.0,1.0,4.0,best_err_ok,
4.0,1.0,4.0,mean_nmut_ok,
4.0,2.0,0.0,group,
4.0,2.0,0.0,designs,12
4.0,2.0,0.0,best_err,0.2
4.0,2.0,0.0,mean_err,3.6
4.0,2.0,0.0,id_pct,0.0
4.0,2.0,0.0,bright_pct,0.0
4.0,2.0,0.0,n_ok,0
4.0,2.0,0.0,best_err_ok,
4.0,2.0,0.0,mean_nmut_ok,
4.0,2.0,0.5,group,
4.0,2.0,0.5,designs,12
4.0,2.0,0.5,best_err,0.3
4.0,2.0,0.5,mean_err,2.8
4.0,2.0,0.5,id_pct,0.0
4.0,2.0,0.5,bright_pct,0.0
4.0,2.0,0.5,n_ok,0
4.0,2.0,0.5,best_err_ok,
4.0,2.0,0.5,mean_nmut_ok,
4.0,2.0,1.0,group,
4.0,2.0,1.0,designs,11
4.0,2.0,1.0,best_err,0.1
4.0,2.0,1.0,mean_err,2.1
4.0,2.0,1.0,id_pct,0.0
4.0,2.0,1.0,bright_pct,0.0
4.0,2.0,1.0,n_ok,0
4.0,2.0,1.0,best_err_ok,
4.0,2.0,1.0,mean_nmut_ok,
4.0,2.0,2.0,group,
4.0,2.0,2.0,designs,9
4.0,2.0,2.0,best_err,0.1
4.0,2.0,2.0,mean_err,4.7
4.0,2.0,2.0,id_pct,33.3
4.0,2.0,2.0,bright_pct,0.0
4.0,2.0,2.0,n_ok,0
4.0,2.0,2.0,best_err_ok,
4.0,2.0,2.0,mean_nmut_ok,
4.0,2.0,4.0,group,
4.0,2.0,4.0,designs,9
4.0,2.0,4.0,best_err,0.4
4.0,2.0,4.0,mean_err,5.3
4.0,2.0,4.0,id_pct,44.4
4.0,2.0,4.0,bright_pct,0.0
4.0,2.0,4.0,n_ok,0
4.0,2.0,4.0,best_err_ok,
4.0,2.0,4.0,mean_nmut_ok,
4.0,4.0,0.0,group,
4.0,4.0,0.0,designs,12
4.0,4.0,0.0,best_err,0.1
4.0,4.0,0.0,mean_err,3.4
4.0,4.0,0.0,id_pct,0.0
4.0,4.0,0.0,bright_pct,0.0
4.0,4.0,0.0,n_ok,0
4.0,4.0,0.0,best_err_ok,
4.0,4.0,0.0,mean_nmut_ok,
4.0,4.0,0.5,group,
4.0,4.0,0.5,designs,10
4.0,4.0,0.5,best_err,0.2
4.0,4.0,0.5,mean_err,1.1
4.0,4.0,0.5,id_pct,20.0
4.0,4.0,0.5,bright_pct,0.0
4.0,4.0,0.5,n_ok,0
4.0,4.0,0.5,best_err_ok,
4.0,4.0,0.5,mean_nmut_ok,
4.0,4.0,1.0,group,
4.0,4.0,1.0,designs,10
4.0,4.0,1.0,best_err,0.0
4.0,4.0,1.0,mean_err,0.9
4.0,4.0,1.0,id_pct,10.0
4.0,4.0,1.0,bright_pct,0.0
4.0,4.0,1.0,n_ok,0
4.0,4.0,1.0,best_err_ok,
4.0,4.0,1.0,mean_nmut_ok,
4.0,4.0,2.0,group,
4.0,4.0,2.0,designs,11
4.0,4.0,2.0,best_err,0.3
4.0,4.0,2.0,mean_err,8.7
4.0,4.0,2.0,id_pct,27.3
4.0,4.0,2.0,bright_pct,0.0
4.0,4.0,2.0,n_ok,0
4.0,4.0,2.0,best_err_ok,
4.0,4.0,2.0,mean_nmut_ok,
4.0,4.0,4.0,group,
4.0,4.0,4.0,designs,9
4.0,4.0,4.0,best_err,1.7
4.0,4.0,4.0,mean_err,14.7
4.0,4.0,4.0,id_pct,22.2
4.0,4.0,4.0,bright_pct,0.0
4.0,4.0,4.0,n_ok,0
4.0,4.0,4.0,best_err_ok,
4.0,4.0,4.0,mean_nmut_ok,
