index,name,surrogate_role,oracle_role
225,GFPxm18uv,train,train
226,GFPxm19,train,train
227,GFPxm191uv,train,train
228,GFPxm19uv,train,train
229,GGvT,val,train
230,h2-3,train,train
231,H9,train,train
232,HcRed,train,val
233,HcRed1-Blue,train,val
234,HcRed7,train,val
235,HcRed-Tandem,train,val
236,hcriGFP,train,test
237,hmGFP,train,test
238,hmKeima8.5,train,val
239,HriCFP,train,val
240,HriGFP,train,val
241,htFuncLib_acid.1,train,train
242,htFuncLib_acid.2,train,train
243,htFuncLib_acid.3,train,train
244,htFuncLib_acid.4,train,train
245,htFuncLib_acid.5,train,train
246,htFuncLib_acid.6,train,train
247,htFuncLib_basic.1,train,train
248,htFuncLib_basic.2,train,train
249,htFuncLib_basic.3,train,train
250,htFuncLib_basic.4,train,train
251,htFuncLib_basic.6,train,train
252,htFuncLib_bleach.1,train,train
253,htFuncLib_bleach.2,train,train
254,htFuncLib_bleach.3,train,train
255,htFuncLib_bleach.4,train,train
256,htFuncLib_bleach.5,train,train
257,htFuncLib_bleach.6,train,train
258,htFuncLib_em-blue-shift.1,train,train
259,htFuncLib_em-blue-shift.2,train,train
260,htFuncLib_fast.1,train,train
261,htFuncLib_fast.2,train,train
262,htFuncLib_fast.3,train,train
263,htFuncLib_fast.4,train,train
264,htFuncLib_mid.10,train,train
265,htFuncLib_mid.11,train,train
266,htFuncLib_mid.12,train,train
267,htFuncLib_mid.13,train,train
268,htFuncLib_mid.2,train,train
269,htFuncLib_mid.3,train,train
270,htFuncLib_mid.4,train,train
271,htFuncLib_mid.5,train,train
272,htFuncLib_mid.6,train,train
273,htFuncLib_mid.7,train,train
274,htFuncLib_mid.8,train,train
275,htFuncLib_mid.9,train,train
276,htFuncLib_photostable.1,train,train
277,htFuncLib_photostable.2,train,train
278,htFuncLib_sf:acid.3,train,train
279,htFuncLib_sf:acid.4,train,train
280,htFuncLib_sf:acid.5,train,train
281,htFuncLib_sf:bleach.1,train,train
282,htFuncLib_sf:bleach.2,train,train
283,htFuncLib_sf:bleach.3,train,train
284,htFuncLib_sf:em-blue-shift.1,train,train
285,htFuncLib_sf:em-blue-shift.2,train,train
286,htFuncLib_sf:fast.3,train,train
287,htFuncLib_sf:mid.10,train,train
288,htFuncLib_sf:mid.11,train,train
289,htFuncLib_sf:mid.12,train,train
290,htFuncLib_sf:mid.5,train,train
291,htFuncLib_sf:mid.7,train,train
292,htFuncLib_sf:mid.9,train,train
293,htFuncLib_sf:photostable.1,train,train
294,htFuncLib_sf:photostable.2,train,train
295,htFuncLib_sf:thermo.2,train,train
296,htFuncLib_sf:thermo.9,train,train
297,htFuncLib_slow.1,train,train
298,htFuncLib_slow.2,train,train
299,htFuncLib_slow.3,train,train
300,htFuncLib_slow.4,train,train
301,htFuncLib_thermo.1,train,train
302,htFuncLib_thermo.2,train,train
303,htFuncLib_thermo.3,train,train
304,htFuncLib_thermo.4,train,train
305,htFuncLib_thermo.5,train,train
306,htFuncLib_thermo.6,train,train
307,htFuncLib_thermo.8,train,train
308,htFuncLib_thermo.9,train,train
309,Hyperfolder YFP,train,train
310,iq-mEmerald,train,train
311,IrisFP,test,train
312,IrisFP-M159A,test,train
313,Jred,train,val
314,Kaede,test,train
315,Katushka,train,test
316,Katushka2S,train,test
317,Katushka-9-5,train,test
318,KCY,train,val
319,KCY-G4219,train,val
320,KCY-G4219-38L,train,val
321,KCY-R1,train,val
322,KCY-R1-158A,train,val
323,KCY-R1-38H,train,val
324,KCY-R1-38L,train,val
325,KFP1,train,test
326,KikG,test,train
327,KikGR1,test,train
328,KillerOrange,train,val
329,KillerRed,train,val
330,KO,train,val
331,Kohinoor,test,train
332,Kohinoor2.0,test,train
333,laesGFP,train,val
334,laGFP,train,val
335,LanFP1,train,val
336,LanFP2,train,train
337,lanRFP-ΔS83l,train,val
338,LanYFP,train,val
339,laRFP,train,val
340,Lime,train,train
341,LSSA12,train,train
342,LSSmApple,val,train
343,LSSmCherry1,val,train
344,LSSmGFP,train,train
345,LSS-mKate1,train,test
346,LSS-mKate2,train,test
347,LSSmOrange,val,train
348,LSSmScarlet,val,train
349,LSSmScarlet2,val,train
350,LSSmScarlet3,val,train
351,M355NA,train,test
352,mAmetrine,train,train
353,mApple,val,train
354,Maroon0.1,train,test
355,mARs1,test,train
356,mAvicFP1,train,train
357,mAzamiGreen,test,train
358,mBanana,val,train
359,mBaoJin,test,train
360,mBaoJin-T55S,test,train
361,mBeRFP,train,test
362,mBlueberry1,val,train
363,mBlueberry2,val,train
364,mc1,test,train
365,mc2,test,train
366,mc3,test,train
367,mc4,test,train
368,mc5,test,train
369,mc6,test,train
370,McaG1,test,train
371,McaG1ea,test,train
372,McaG2,test,train
373,mCardinal,train,test
374,mCarmine,train,test
375,mcavFP,test,train
376,mcavGFP,test,train
377,mcavRFP,test,train
378,mcCFP,test,train
379,mCerulean,train,train
380,mCerulean2,train,train
381,mCerulean2.D3,train,train
382,mCerulean2.N,train,train
383,mCerulean2.N(T65S),train,train
384,mCerulean3,train,train
385,mCerulean.B,train,train
386,mCerulean.B2,train,train
387,mCerulean.B24,train,train
388,mChartreuse,train,train
389,mCherry,val,train
390,mCherry2,val,train
391,mCherry_I202T,val,train
392,mCherry_I202Y,val,train
393,mCherry_M10L,val,train
394,mCherry-XL,val,train
395,mCitrine,train,train
396,mClavGR2,test,train
397,mClover3,train,train
398,mCRISPRed,train,test
399,mCyRFP1,train,test
400,mECFP,train,train
401,meffCFP,train,test
402,meffGFP,train,val
403,meffRFP,train,val
404,mEGFP,train,train
405,meleCFP,test,train
406,meleRFP,test,train
407,mEmerald,train,train
408,mEos2,test,train
409,mEos2-A69T,test,train
410,mEos3.1,test,train
411,mEos3.2,test,train
412,mEos4a,test,train
413,mEos4b,test,train
414,mEos4b-L93M,test,train
415,mEos4Fast1,test,train
416,mEos4Fast2,test,train
417,mEosEM,test,train
418,mEosFP,test,train
419,mEosFP-F173S,test,train
420,mEosFP-M159A,test,train
421,mEYFP,train,train
422,MfaG1,test,train
423,mGarnet,train,test
424,mGarnet2,train,test
425,mGeos-C,test,train
426,mGeos-E,test,train
427,mGeos-F,test,train
428,mGeos-L,test,train
429,mGeos-M,test,train
430,mGeos-S,test,train
431,mGFPmut3,train,train
432,mGinger1,train,val
433,mGinger2,train,val
434,mGold,train,train
435,mGold2s,train,train
436,mGold2t,train,train
437,mGrape1,val,train
438,mGrape2,val,train
439,mGrape3,val,train
440,mGreenLantern,train,train
441,mHoneydew,val,train
442,MiCy,val,train
443,mIrisFP,test,train
444,mJuniper,train,train
445,mKalama1,train,train
446,mKate,train,test
447,mKate2,train,test
448,mKate M41G S158C,train,test
449,mKate S158A,train,test
450,mKate S158C,train,test
451,mKelly1,train,test
452,mKelly2,train,test
453,mKG,train,val
454,mK-GO,train,val
455,mKikGR,test,train
456,mKillerOrange,train,val
457,mKO,train,val
458,mKO2,train,val
459,mKOκ,train,val
460,mLemon,train,train
461,mLumin,train,test
462,mLychee,val,train
463,mMaple,test,train
464,mMaple2,test,train
465,mMaple3,test,train
466,mMaroon1,train,test
467,mmGFP,train,train
468,mMiCy,val,train
469,mmilCFP,train,test
470,mNectarine,val,train
471,mNeonGreen,train,val
472,mNeptune,train,test
473,mNeptune2,train,test
474,mNeptune2.5,train,test
475,mNeptune681,train,test
476,mNeptune684,train,test
477,Monomeric hyperfolder YFP,train,train
478,Montipora sp. #20-9115,train,val
479,mOrange,val,train
480,mOrange2,val,train
481,moxBFP,train,train
482,moxCerulean3,train,train
483,moxDendra2,test,train
484,moxGFP,train,train
485,moxMaple3,test,train
486,moxNeonGreen,train,val
487,moxVenus,train,train
488,mPapaya,train,val
489,mPapaya0.7,train,val
490,mPlum,val,train
491,mPlum-E16P,val,train
492,mRaspberry,val,train
493,mRed7,val,train
494,mRed7Q1,val,train
495,mRed7Q1S1,val,train
496,mRed7Q1S1BM,val,train
497,mRFP1,val,train
498,mRFP1.1,val,train
499,mRFP1.2,val,train
500,mRFP1_Magenta,val,train
501,mRFP1_Pink,val,train
502,mRFP1-Q66C,val,train
503,mRFP1-Q66S,val,train
504,mRFP1-Q66T,val,train
505,mRFP1_Violet,val,train
506,mRojoA,val,train
507,mRojoB,val,train
508,mRouge,val,train
509,mRtms5,train,val
510,mRuby,train,test
511,mRuby2,train,test
512,mRuby3,train,test
513,mRubyFT,train,test
514,mSandy2,val,train
515,mScarlet,val,train
516,mScarlet-220A,val,train
517,mScarlet-2A,val,train
518,mScarlet-2A-84W,val,train
519,mScarlet3,val,train
520,mScarlet3-H,val,train
521,mScarlet3-S2,val,train
522,mScarlet-H,val,train
523,mScarlet-I,val,train
524,mScarlet-I-220A,val,train
525,mScarlet-I3,val,train
526,mScarlet-I3-NCwt,val,train
527,msGFP2,train,train
528,mStable,train,test
529,mStayGold,test,train
530,mStayGold2,test,train
531,mStrawberry,val,train
532,mTagBFP2,train,test
533,mTangerine,val,train
534,mTFP*,test,train
535,mTFP0.3,test,train
536,mTFP0.7,test,train
537,mTFP1,test,train
538,mTFP1-Y67W,test,train
539,mT-Sapphire,train,train
540,mTurquoise,train,train
541,mTurquoise2,train,train
542,mTurquoise2-1710,train,train
543,mTurquoise2_T203Y,train,train
544,muGFP,train,train
545,mUkG,test,train
546,mVenus,train,train
547,mVenus-Q69M,train,train
548,mVFP,test,train
549,mVFP1,test,train
550,mWasabi,test,train
551,mWatermelon,val,train
552,(n1)oxStayGold,test,train
553,(n1)StayGold,test,train
554,Neptune,train,test
555,NijiFP,test,train
556,NowGFP,train,train
557,Nữ,train,train
558,obeCFP,train,val
559,obeGFP,train,val
560,obeYFP,train,val
561,OFP,train,test
562,OFPxm,train,train
563,oxBFP,train,train
564,oxGFP,train,train
565,oxStayGold,test,train
566,oxVenus,train,train
567,P11,train,train
568,P4,train,train
569,P4-1,train,train
570,P4-3E,train,train
571,P9,train,train
572,Padron,test,train
573,Padron0.9,test,train
574,Padron2,test,train
575,Padron(star),test,train
576,PA-GFP,train,train
577,PAmCherry1,val,train
578,PAmCherry2,val,train
579,PAmCherry3,val,train
580,PAmKate,train,test
581,PATagRFP,train,test
582,PATagRFP1297,train,test
583,PATagRFP1314,train,test
584,pcDronpa,test,train
585,pcDronpa2,test,train
586,pcStar,test,train
587,PdaC1,train,val
588,pdae1GFP,train,test
589,Phanta,test,train
590,phiYFP,train,val
591,phiYFPv,train,val
592,"pHluorin, ecliptic",train,train
593,pH-tdGFP,train,train
594,pHuji,val,train
595,plamGFP,test,train
596,plobRFP,train,test
597,pmeaGFP1,train,val
598,pmeaGFP2,train,val
599,pmimGFP1,train,val
600,pmimGFP2,train,val
601,ppluGFP1,train,test
602,ppluGFP2,train,test
603,pporGFP,train,train
604,pporRFP,train,test
605,PROSS-eGFP,train,train
606,psamCFP,train,train
607,PS-CFP,train,train
608,PS-CFP2,train,train
609,PSmOrange,val,train
610,PSmOrange2,val,train
611,ptilGFP,train,train
612,QC2-6,test,train
613,RCaMP,train,train
614,RDSmCherry0.1,val,train
615,RDSmCherry0.2,val,train
616,RDSmCherry0.5,val,train
617,RDSmCherry1,val,train
618,REACh1,train,train
619,REACh2,train,train
620,rfloGFP,train,val
621,RFP611,train,test
622,RFP618,train,test
623,RFP630,train,test
624,RFP637,train,test
625,RFP639,train,test
626,roGFP1,train,train
627,roGFP1-R1,train,train
628,roGFP1-R8,train,train
629,roGFP2,train,train
630,Rosmarinus,test,train
631,rrenGFP,train,train
632,RRvT,val,train
633,rsCherry,val,train
634,rsCherryRev,val,train
635,rsCherryRev1.4,val,train
636,rsEGFP,train,train
637,rsEGFP2,train,train
638,rsFastLime,test,train
639,rsFolder,train,train
640,rsFolder2,train,train
641,rsFusionRed1,train,test
642,rsFusionRed2,train,test
643,rsFusionRed3,train,test
644,rsGreen1,train,train
645,rsKame,test,train
646,rsTagRFP,train,test
647,Rtms5,train,val
648,SAASoti,train,val
649,Sapphire,train,train
650,sarcGFP,test,train
651,SBFP1,train,train
652,SBFP2,train,train
653,SCFP1,train,train
654,SCFP2,train,train
655,SCFP3A,train,train
656,SCFP3B,train,train
657,scubRFP,test,train
658,secBFP2,train,test
659,SEYFP,train,train
660,sfOrange,val,train
661,sg11,train,train
662,sg12,train,train
663,sg25,train,train
664,sg42,train,train
665,sg50,train,train
666,SGFP1,train,train
667,SGFP2,train,train
668,SGFP2(206A),train,train
669,SGFP2(E222Q),train,train
670,SGFP2(T65G),train,train
671,ShadowG,train,train
672,ShadowY,train,train
673,SHardonnay,train,train
674,shBFP,train,val
675,shBFP-N158K/L173I,train,val
676,shBFP-N158S/L173I,train,val
677,shCP-E63L/Y64H,train,val
678,ShG24,train,train
679,ShyRFP,val,train
680,Sirius,train,train
681,SiriusGFP,train,train
682,Skylan-NS,test,train
683,Skylan-S,test,train
684,SPOON,train,train
685,sREACh1,train,train
686,sREACh2,train,train
687,StayGold,test,train
688,StayGold-E138D,test,train
689,stylGFP,train,val
690,Sumire,train,train
691,superecliptic pHluorin,train,train
692,Superfolder BFP,train,train
693,Superfolder CFP,train,train
694,Superfolder GFP,train,train
695,Superfolder mTurquoise2,train,train
696,Superfolder mTurquoise2 ox,train,train
697,Superfolder YFP,train,train
698,SuperNova2,train,val
699,SuperNova Green,train,val
700,SuperNova Red,train,val
701,super-TagRFP,train,test
702,SYFP2,train,train
703,TagBFP,train,test
704,TagCFP,train,train
705,TagGFP,train,train
706,TagGFP2,train,train
707,TagRFP,train,test
708,TagRFP657,train,test
709,TagRFP658,train,test
710,TagRFP675,train,test
711,TagRFP-T,train,test
712,TagYFP,train,train
713,td5oxStayGold,test,train
714,td5StayGold,test,train
715,td8oxStayGold,test,train
716,tdimer2(12),val,train
717,tdKatushka2,train,test
718,tdLanYFP,train,val
719,tdoxStayGold,test,train
720,td-RFP611,train,test
721,td-RFP639,train,test
722,tdStayGold,test,train
723,tdTomato,val,train
724,Thermostable Green Protein,test,train
725,tKeima,train,val
726,Topaz,train,train
727,TripartiteGFP,train,train
728,T-Sapphire,train,train
729,TurboFP602,train,test
730,TurboGFP,train,test
731,TurboGFP-V197L,train,test
732,TurboRFP,train,test
733,TurboYFP,train,val
734,Turquoise-GL,train,train
735,Ultramarine,train,val
736,usGFP,train,train
737,V127T SAASoti,train,val
738,Var1,train,train
739,Venus,train,train
740,VFP,test,train
741,vsfGFP-0,train,train
742,vsfGFP-9,train,train
743,W1C,train,train
744,W2,train,train
745,W7,train,train
746,WasCFP,train,train
747,YFP3,train,train
748,YGFPdp,train,val
749,YGFPuv,train,val
750,YPet,train,train
751,YuzuFP,train,train
752,zFP538,train,val
753,zoan2RFP,train,val
754,ZsGreen,train,val
755,ZsGreen1,train,val
756,ZsYellow1,train,val
757,αGFP,train,train
